Submitter Organization,County,Sub county,Ward,Vaccination Site(s),Latitude,Longitude,Vaccination Date,Species,Disease,Specify other disease,Total number vaccinated,Number of beneficiaries (HHs)
County Government,Mandera,Mandera East,Arabia,Omar Jillow ,3.743786,41.663702,2025-06-24,Sheep,Peste des Petit Ruminants (PPR),Unknown,1122,19
County Government,Mandera,Mandera East,Arabia,Omar Jillow ,3.743786,41.663702,2025-06-24,Goats,Peste des Petit Ruminants (PPR),Unknown,2115,19
County Government,Makueni,Kilome,Kasikeu,Enguli Mkt,-1.9400016666666668,37.36109166666667,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,79,11
County Government,Makueni,Kilome,Kasikeu,Enguli Mkt,-1.939963333333333,37.36104833333333,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,122,79
County Government,Makueni,Kibwezi West,Makindu,Kalakalya,-2.308448,37.715292,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,2,13
County Government,Makueni,Kibwezi West,Makindu,Iiyani Kwa Nzisa,-2.254531,37.874875,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,94,18
County Government,Makueni,Kibwezi West,Makindu,Kalakalya,-2.308448,37.715292,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,651,10
County Government,Makueni,Kibwezi West,Makindu,Iiyani Kwa Nzisa,-2.254531,37.874275,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,294,15
National Government,Bomet,Chepalungu,Sigor,Chepkosa Center ,-0.9803901,35.2575949,2025-06-24,Dogs,Rabies,Unknown,107,91
National Government,Bomet,Chepalungu,Sigor,Chepkosa Center ,-0.9803901,35.2575949,2025-06-24,Cats,Rabies,Unknown,25,19
County Government,Kajiado,Kajiado Central,Dalalekutuk,Enkorika,-1.923325,36.9137123,2025-05-28,Cattle,Foot and Mouth Disease (FMD),Unknown,80,2
County Government,Makueni,Makueni,Muvau/Kikuumini,West ngosini,-1.8273,37.696,2025-06-24,Cattle,Foot and Mouth Disease (FMD),Unknown,31,9
County Government,Makueni,Makueni,Muvau/Kikuumini,West ngosini,-1.8273,37.696,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,31,9
County Government,Makueni,Makueni,Muvau/Kikuumini,West ngosini,-1.8273,37.696,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,39,3
County Government,Makueni,Makueni,Muvau/Kikuumini,makutano,-1.81766,37.6278,2025-06-24,Cattle,Foot and Mouth Disease (FMD),Unknown,68,7
County Government,Laikipia,Laikipia East,Tigithi,Riacho,-0.1390527980402112,36.909449603408575,2025-06-17,Cattle,Foot and Mouth Disease (FMD),Unknown,620,40
County Government,Kwale,Kinango,Kinango,Dzitenge ,-4.1386998,39.3224076,2025-06-25,Dogs,Rabies,Unknown,4,7
County Government,Makueni,Kilome,Kasikeu,Yale 2,-2.0101004,37.3681991,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,523,45
County Government,Makueni,Kilome,Kasikeu,Yale 2,-2.0089589,37.3648597,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,542,73
County Government,Makueni,Makueni,Mbitini,Mbulutini ,-1.9724124,37.4352866,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,228,43
County Government,Makueni,Makueni,Mbitini,Mbulutini ,-1.9724124,37.4352866,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,228,43
County Government,Makueni,Makueni,Mbitini,Mbulutini ,-1.9724124,37.4352866,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,90,9
County Government,Kwale,Kinango,Puma,Mazola,-4.0802308,39.3117054,2025-06-25,Dogs,Rabies,Unknown,10,5
County Government,Kwale,Kinango,Kinango,Timboni ,-4.1395081,39.3130027,2025-06-25,Dogs,Rabies,Unknown,1,2
County Government,Makueni,Makueni,Wote,Kitikyumu,-1.7675355,37.5822557,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,164,52
County Government,Makueni,Makueni,Wote,Kitikyumu,-1.7816297,37.5945725,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,164,52
County Government,Taita Taveta,Voi,Sagalla,Talio Nyika,-3.39475,38.55927833333333,2025-06-23,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,26,1
County Government,Taita Taveta,Voi,Kaloleni,Kaloleni ,-3.4056683333333333,38.56650833333333,2025-06-25,Chicken,Newcastle Disease (NCD),Unknown,36,1
County Government,Taita Taveta,Voi,Mbololo,Viñdo,-3.381053333333333,38.52643333333333,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,32,1
County Government,Makueni,Makueni,Wote,Kitikyumu,-1.7675355,37.5822557,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,76,14
County Government,Makueni,Makueni,Kitise/Kithuki,Kiuuku,-1.970025,37.81558333333333,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,89,2
County Government,Makueni,Makueni,Kitise/Kithuki,Kiuuku,-1.9700316666666664,37.815511666666666,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,112,26
County Government,Makueni,Kaiti,Kee,Nthonzweni Pri,,,2025-06-26,Dogs,Rabies,Unknown,3,2
County Government,Makueni,Makueni,Kitise/Kithuki,Kiuuku,-1.97004,37.81552,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,112,26
Private,Makueni,Kaiti,Kee,Nguluni,-1.8307609,37.2508945,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,78,27
Private,Makueni,Kaiti,Kee,Nguluni,-1.8251925,37.2478842,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,54,27
County Government,Bomet,Chepalungu,Siongiroi,Kapamban,-0.8995621,35.2271351,2025-06-25,Dogs,Rabies,Unknown,136,85
County Government,Makueni,Makueni,Mbitini,Kyumbe,-1.9475357,37.4379554,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,72,18
County Government,Makueni,Makueni,Mbitini,Kyumbe,-1.9475357,37.4379554,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,31,4
County Government,Makueni,Makueni,Mbitini,Kyumbe,-1.9475357,37.4379554,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,72,18
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Ilingoni,-1.9511322,37.5352989,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,41,10
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Ilingoni,-1.9528054,37.5369646,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,24,6
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Ngaa,-1.9401529,37.5143081,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,44,8
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Ngaa,-1.9401529,37.5143081,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,53,7
County Government,Makueni,Makueni,Muvau/Kikuumini,Makutano,-1.8176,37.6278,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,68,7
County Government,Makueni,Makueni,Muvau/Kikuumini,makutano,-1.8176,37.6278,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,271,5
County Government,Makueni,Kaiti,Kee,Kasunguni Cattle Dip,-1.7110007,37.3160875,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,193,57
County Government,Makueni,Makueni,Mbitini,Mutyambua,-1.9823,37.4419,2025-06-24,Cattle,Foot and Mouth Disease (FMD),Unknown,240,72
County Government,Makueni,Makueni,Mbitini,Mutyambua,-1.9823,37.4419,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,340,72
County Government,Makueni,Kaiti,Kee,Kasunguni Cattle Dip,-1.7134674,37.336469,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,111,12
County Government,Makueni,Makueni,Mbitini,Mutyambua,-1.9823,37.4419,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,149,36
County Government,Makueni,Kaiti,Kee,Kasunguni Cd,-1.7110007,37.3160875,2025-06-25,Dogs,Rabies,Unknown,7,5
County Government,Makueni,Makueni,Mbitini,kyumbuni,-1.9823,37.4291,2025-06-24,Cattle,Foot and Mouth Disease (FMD),Unknown,90,60
County Government,Makueni,Makueni,Mbitini,Kyumbuni,-1.9823,37.4419,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,160,60
County Government,Makueni,Makueni,Mbitini,kyumbuni,-1.9823,37.4291,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,52,7
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Ngangani,-1.8794,37.5435,2025-06-24,Cattle,Foot and Mouth Disease (FMD),Unknown,82,21
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Ngangani,-1.8794,37.5435,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,82,21
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Ngangani,-1.8794,37.5435,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,111,20
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Kwa kalui,-1.8576,37.5794,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,104,42
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Kwa kalui,-1.8576,37.5799,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,215,44
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Mathanguni,-1.91605,37.5081,2025-06-24,Cattle,Foot and Mouth Disease (FMD),Unknown,36,16
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Mathanguni,-1.91605,37.5081,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,36,16
County Government,Makueni,Kibwezi West,Makindu,Katese,-2.2102833,37.7231033,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,68,11
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Mathanguni,-1.91605,37.5081,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,53,10
County Government,Makueni,Kibwezi West,Makindu,Katese,-2.2102833,37.7231033,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,106,5
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Mulolongo,-1.8576,37.5309,2025-06-24,Cattle,Foot and Mouth Disease (FMD),Unknown,23,15
County Government,Makueni,Kaiti,Kee,Kasunguni CD,-1.7291357,37.3030537,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,18,1
County Government,Makueni,Kilome,Kasikeu,Kima Borehole ,-1.95658,37.259565,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,25,10
County Government,Makueni,Kibwezi West,Makindu,Kwa Kavingo,-2.201474,37.828445,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,104,4
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Mulolongo,-1.8576,37.5309,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,23,15
County Government,Makueni,Kilome,Kasikeu,Kima Borehole,-1.95668,37.25937833333333,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,12,2
County Government,Makueni,Kibwezi West,Makindu,Kwakavingo ,-2.201474,37.828445,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,493,4
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Mulolongo,-1.8576,37.5309,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,48,9
County Government,Makueni,Kibwezi West,Makindu,Ngomano,,,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,153,17
County Government,Makueni,Kibwezi West,Makindu,Ngomano,,,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,309,9
County Government,Bomet,Chepalungu,Nyangores,Kerundut ,,,2025-06-30,Dogs,Rabies,Unknown,40,35
County Government,Makueni,Kilome,Kiima Kiu/Kalanzoni,Ngaamba Dip ,-1.9019033333333333,37.22742333333333,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,147,31
County Government,Makueni,Kilome,Kiima Kiu/Kalanzoni,Ngaamba Dip,-1.901805,37.22728333333334,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,147,31
County Government,Makueni,Kilome,Kiima Kiu/Kalanzoni,Ngaamba Dip,-1.901846666666667,37.22728,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,93,5
County Government,Kisumu,Seme,Central Seme,Korumba ,-0.09220905,34.589612083333336,2025-06-18,Cattle,Lumpy Skin Disease (LSD),Unknown,33,10
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Nzeeni,-1.93908,37.49349,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,89,27
County Government,Makueni,Kaiti,Kee,Mutulani Mkt,-1.7110007,37.3160875,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,60,24
County Government,Makueni,Makueni,Nzaui/Kilili/Kalamba,Nzeeni,-1.93908,37.49349,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,77,14
Private,Bomet,Chepalungu,Siongiroi,Kipsuter Centre,-0.9249542,35.241997,2025-06-25,Dogs,Rabies,Unknown,102,68
Private,Makueni,Kaiti,Kee,Watema,-1.733776,37.3244413,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,46,32
Private,Makueni,Kaiti,Kee,Watema,-1.733776,37.3244413,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,93,32
County Government,Makueni,Kibwezi West,Nguu/Masumba,Kwa Wisley,-2.03282,37.63958,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,72,17
County Government,Makueni,Kibwezi West,Nguu/Masumba,Kakili,-2.01291,37.36184,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,172,32
County Government,Makueni,Kibwezi West,Nguu/Masumba,Kwa Wesley,-1.976223,37.63858,2025-06-24,Cattle,Foot and Mouth Disease (FMD),Unknown,36,5
County Government,Makueni,Kibwezi West,Nguu/Masumba,Kwa Nzonga,-2.1594,37.3559,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,29,1
County Government,Makueni,Kibwezi West,Nguu/Masumba,Kwa Wesley,-1.976223,37.63858,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,271,8
County Government,Makueni,Kibwezi West,Nguu/Masumba,Kwa Nzonga,-2.0129,37.36184,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,34,7
County Government,Makueni,Kibwezi West,Nguu/Masumba,Nthungui,-2.04166,37.64717,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,173,30
County Government,Makueni,Kibwezi West,Nguu/Masumba,Ndunguni,-2.09067,37.58635,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,120,25
County Government,Makueni,Kibwezi West,Nguu/Masumba,Kakili,-2.01291,37.36184,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,382,18
County Government,Makueni,Kibwezi West,Nguu/Masumba,Masamukye,-2.14772,37.66018,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,150,24
County Government,Makueni,Kibwezi West,Nguu/Masumba,Nthungui,-2.04167,37.64717,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,430,16
County Government,Makueni,Kibwezi West,Nguu/Masumba,Ndunguni,-2.09067,37.58635,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,287,20
County Government,Makueni,Kibwezi West,Nguu/Masumba,Masamukye,-2.147267,37.66018,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,183,10
County Government,Laikipia,Laikipia East,Tigithi,Matanya,0.06378,36.9588,2025-06-20,Cattle,Foot and Mouth Disease (FMD),Unknown,685,62
County Government,Makueni,Kibwezi West,Makindu,Kavete,-2.143772,37.773538,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,91,12
County Government,Laikipia,Laikipia East,Ngobit,Wamura,0.023852,36.666413,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,678,56
County Government,Makueni,Kibwezi West,Makindu,Kavete,-2.143772,37.773538,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,213,7
County Government,Makueni,Kibwezi West,Makindu,Kalii,-2.33382,37.87308,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,276,33
County Government,Makueni,Kaiti,Ilima,Wautu ,-1.8551656,37.4152671,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,49,22
County Government,Makueni,Kaiti,Ilima,Wautu ,-1.8551656,37.4152671,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,17,6
County Government,Makueni,Kaiti,Ilima,Wautu ,-1.8551656,37.4152671,2025-06-25,Dogs,Rabies,Unknown,48,29
County Government,Makueni,Kibwezi West,Makindu,Kalii,-2.33382,37.87308,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,317,10
County Government,Makueni,Kaiti,Ilima,Mitini/ Kyathani,-1.8703941,37.4039202,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,70,39
County Government,Makueni,Kaiti,Ilima,Mitini/ Kyathani ,-1.8703941,37.4039202,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,212,52
Private,Makueni,Kaiti,Ukia,Yathonza,,,2025-06-27,Cattle,Lumpy Skin Disease (LSD),Unknown,3,3
County Government,Makueni,Kaiti,Kee,Mutulani Mkt,-1.7110007,37.3160875,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,56,14
County Government,Makueni,Kaiti,Kee,Mutlani Mkt,-1.6707228,37.2940288,2025-06-25,Dogs,Rabies,Unknown,20,6
County Government,Makueni,Kaiti,Kee,Mutulani,-1.7110007,37.3160875,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,2,1
County Government,Kisumu,Seme,Central Seme,Korumba ,,,2025-06-18,Dogs,Rabies,Unknown,52,38
County Government,Kisumu,Seme,Central Seme,Akonya Primary ,,,2025-06-20,Cattle,Lumpy Skin Disease (LSD),Unknown,168,27
County Government,Kisumu,Seme,Central Seme,Akonya Primary ,,,2025-06-20,Dogs,Rabies,Unknown,33,21
County Government,Kisumu,Seme,West Seme,Gumo Primary ,,,2025-06-19,Cattle,Lumpy Skin Disease (LSD),Unknown,139,30
County Government,Kisumu,Seme,West Seme,Gumo Primary ,,,2025-06-19,Dogs,Rabies,Unknown,51,26
County Government,Kisumu,Seme,Central Seme,Bodi Market ,-0.1121501333333333,34.9504913,2025-06-18,Dogs,Rabies,Unknown,25,16
County Government,Kisumu,Seme,Central Seme,Pap Othany ,,,2025-06-19,Cattle,Lumpy Skin Disease (LSD),Unknown,138,16
County Government,Kisumu,Seme,Central Seme,Pap Othany ,,,2025-06-19,Dogs,Rabies,Unknown,15,11
County Government,Makueni,Kilome,Kiima Kiu/Kalanzoni,Kwa Ndeke Dip,-1.9037666666666664,37.259701666666665,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,102,16
County Government,Makueni,Kilome,Kiima Kiu/Kalanzoni,Kwa Ndeke,-1.90359,37.25958166666667,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,135,8
County Government,Makueni,Kilome,Kiima Kiu/Kalanzoni,Kwa Ndeke,-1.90359,37.25967833333333,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,102,16
County Government,Makueni,Makueni,Kathonzweni,Mbuvo Nzau ,-2.0095502,37.7710959,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,287,56
County Government,Makueni,Makueni,Kathonzweni,Mbuvo Nzau ,-2.0095502,37.7710959,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,287,56
County Government,Makueni,Makueni,Kathonzweni,Mbuvo Nzau ,-2.0095502,37.7710959,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,998,55
County Government,Makueni,Makueni,Kathonzweni,Mbuvo ,-2.0121441,37.77308716,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,98,11
County Government,Makueni,Makueni,Kathonzweni,Mbuvo ,-2.0121441,37.77308716,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,98,11
County Government,Makueni,Makueni,Kathonzweni,Mbuvo ,-2.0121441,37.77308716,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,296,11
County Government,Makueni,Kibwezi West,Nguumo,Ngiwa,-2.326359,37.881197,2025-06-24,Cattle,Foot and Mouth Disease (FMD),Unknown,264,34
County Government,Makueni,Kibwezi West,Nguumo,Kanyangi-uvileni,-2.366437,37.829217,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,125,27
County Government,Makueni,Kibwezi West,Nguumo,Maatano,-2.3912198,39.07419,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,25,3
County Government,Makueni,Kibwezi West,Nguumo,Maatano,-2.3912198,3907419.0,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,68,18
County Government,Makueni,Kibwezi West,Nguumo,Mathayoni,-2.33399,37.87297,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,358,25
County Government,Makueni,Kibwezi West,Nguumo,Mathayoni,-2.33399,37.87297,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,176,45
County Government,Makueni,Kibwezi West,Nguumo,Kanyangi_uvileni,-2.366437,37.829217,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,93,16
County Government,Makueni,Kibwezi West,Nguumo,Wivia,-2.3387823,37.8792478,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,191,56
County Government,Makueni,Kibwezi West,Nguumo,Wivia,-2.3387823,37.8792478,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,309,44
County Government,Makueni,Kibwezi West,Nguumo,Wivia,-2.3363247,37.8789163,2025-06-24,Cattle,Foot and Mouth Disease (FMD),Unknown,160,56
County Government,Makueni,Kibwezi West,Nguumo,Ngwiwa,-2.326359,37.881197,2025-06-24,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,434,36
County Government,Makueni,Kibwezi West,Nguumo,Ngiwa,-2.326359,37.881197,2025-06-24,Cattle,Lumpy Skin Disease (LSD),Unknown,264,34
County Government,Makueni,Makueni,Muvau/Kikuumini,Kyamusoi,-1.794448,37.670335,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,76,19
County Government,Makueni,Makueni,Muvau/Kikuumini,Kyamusoi,-1.794448,37.670335,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,64,8
County Government,Makueni,Makueni,Muvau/Kikuumini,Kikumini,-1.790093,37.703685,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,23,4
County Government,Makueni,Makueni,Muvau/Kikuumini,Kikumini,-1.790093333333333,37.703685,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,33,9
Private,Makueni,Kilome,Kasikeu,Yale ,-1.9659562,37.3630869,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,235,51
Private,Makueni,Kilome,Kasikeu,Yale,-1.9659562,37.3630869,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,223,15
Private,Makueni,Kilome,Kasikeu,Yale,,,2025-06-25,Cattle,Foot and Mouth Disease (FMD),Unknown,249,52
County Government,Makueni,Kaiti,Ilima,KYANG'A ,-1.8543535,37.3985799,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,55,25
County Government,Makueni,Kaiti,Ilima,KYANG'A ,-1.8543535,37.3985799,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,58,19
County Government,Makueni,Kaiti,Ilima,NDOLO,-1.8482293,37.438289,2025-06-25,Cattle,Lumpy Skin Disease (LSD),Unknown,66,25
County Government,Makueni,Kaiti,Ilima,NDOLO ,-1.8482293,37.438289,2025-06-25,Dogs,Rabies,Unknown,67,41
County Government,Makueni,Kaiti,Ilima,NDOLO ,-1.8482293,37.438289,2025-06-25,Goats,Contagious Caprine Pleuropneumonia (CCPP),Unknown,42,13
